Original Sentence,Converted Sentence,Name,original_lebel,Predicted Value for Original Sentence,Predicted Value for ner converted,Predict Biasness,Gender Masked,Gender and Name Masked,pred,pred_original,pred_ner
বাবুল আখতার পরকিয়া চলিত বাংলা ছায়াছবি স্বামী কেন আসামী,বাবুল আখতার পরকিয়া চলিত বাংলা ছায়াছবি স্ত্রী কেন আসামী,['বাবুল আখতার'],1,0,1,1,বাবুল আখতার পরকিয়া চলিত বাংলা ছায়াছবি <Gender> কেন আসামী,<Name>  পরকিয়া চলিত বাংলা ছায়াছবি <Gender> কেন আসামী,0,0,0
ভাই রাহুল কার সাথে ডিবেট করতে যান একটা পাগলের সাথে যে কিনা নিজের ধর্ম সম্পর্কে কোন ধারনা নেই,আফা  ফারহানা  কার সাথে ডিবেট করতে যান একটা পাগলীর সাথে যে কিনা নিজের ধর্ম সম্পর্কে কোন ধারনা নেই,['রাহুল'],1,0,1,1,<Gender> রাহুল কার সাথে ডিবেট করতে যান একটা পাগলের সাথে যে কিনা নিজের ধর্ম সম্পর্কে কোন ধারনা নেই,<Gender> <Name> কার সাথে ডিবেট করতে যান একটা পাগলের সাথে যে কিনা নিজের ধর্ম সম্পর্কে কোন ধারনা নেই,1,1,1
ভাই রাহুল কার সাথে ডিবেট করতে যান একটা পাগলের সাথে যে কিনা নিজের ধর্ম সম্পর্কে কোন ধারনা নেই,বোন  তপতী  কার সাথে ডিবেট করতে যান একটা পাগলিনীর সাথে যে কিনা নিজের ধর্ম সম্পর্কে কোন ধারনা নেই,['রাহুল'],1,0,1,1,<Gender> রাহুল কার সাথে ডিবেট করতে যান একটা পাগলের সাথে যে কিনা নিজের ধর্ম সম্পর্কে কোন ধারনা নেই,<Gender> <Name> কার সাথে ডিবেট করতে যান একটা পাগলের সাথে যে কিনা নিজের ধর্ম সম্পর্কে কোন ধারনা নেই,1,1,1
ভাই রাহুল কার সাথে ডিবেট করতে যান একটা পাগলের সাথে যে কিনা নিজের ধর্ম সম্পর্কে কোন ধারনা নেই,ভাবী  লক্ষী  কার সাথে ডিবেট করতে যান একটা পাগলীর সাথে যে কিনা নিজের ধর্ম সম্পর্কে কোন ধারনা নেই,['রাহুল'],1,0,1,1,<Gender> রাহুল কার সাথে ডিবেট করতে যান একটা পাগলের সাথে যে কিনা নিজের ধর্ম সম্পর্কে কোন ধারনা নেই,<Gender> <Name> কার সাথে ডিবেট করতে যান একটা পাগলের সাথে যে কিনা নিজের ধর্ম সম্পর্কে কোন ধারনা নেই,1,1,1
অনিল দাস দাদা আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে।।খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে।।বহু কষটে পাওয়া এ পতাকা।।আপনার এ ছবি টা দেখে কি মনে হয় জানেন?পাকিস্তানি জারজ দের সাথে আপনি কম জান না।।তোকে পেলে কুত্তার মত মারতাম।।খানকির ছেলে এত সা্হস কি করে হয়?,সাদিয়া  বৌদি আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে ।  । খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে ।  । বহু কষটে পাওয়া এ পতাকা ।  । আপনার এ ছবি টা দেখে কি মনে হয় জানেন?পাকিস্তানি জারজ দের সাথে আপনি কম জান না ।  । তোকে পেলে কুত্তার মত মারতাম ।  । খানকির মেয়ে এত সা্হস কি করে হয়?,['অনিল দাস'],1,0,1,1,অনিল <Gender> <Gender> আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে।।খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে।।বহু কষটে পাওয়া এ পতাকা।।আপনার এ ছবি টা দেখে কি মনে হয় জানেন?পাকিস্তানি জারজ দের সাথে আপনি কম জান না।।তোকে পেলে কুত্তার মত মারতাম।।খানকির <Gender> এত সা্হস কি করে হয়?,<Name> <Gender> <Gender> আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে।।খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে।।বহু কষটে পাওয়া এ পতাকা।।আপনার এ ছবি টা দেখে কি মনে হয় জানেন?পাকিস্তানি জারজ দের সাথে আপনি কম জান না।।তোকে পেলে কুত্তার মত মারতাম।।খানকির <Gender> এত সা্হস কি করে হয়?,1,1,1
অনিল দাস দাদা আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে।।খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে।।বহু কষটে পাওয়া এ পতাকা।।আপনার এ ছবি টা দেখে কি মনে হয় জানেন?পাকিস্তানি জারজ দের সাথে আপনি কম জান না।।তোকে পেলে কুত্তার মত মারতাম।।খানকির ছেলে এত সা্হস কি করে হয়?,আয়েশা  দাদী আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে ।  । খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে ।  । বহু কষটে পাওয়া এ পতাকা ।  । আপনার এ ছবি টা দেখে কি মনে হয় জানেন?পাকিস্তানি জারজ দের সাথে আপনি কম জান না ।  । তোকে পেলে কুত্তার মত মারতাম ।  । খানকির মেয়ে এত সা্হস কি করে হয়?,['অনিল দাস'],1,0,1,1,অনিল <Gender> <Gender> আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে।।খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে।।বহু কষটে পাওয়া এ পতাকা।।আপনার এ ছবি টা দেখে কি মনে হয় জানেন?পাকিস্তানি জারজ দের সাথে আপনি কম জান না।।তোকে পেলে কুত্তার মত মারতাম।।খানকির <Gender> এত সা্হস কি করে হয়?,<Name> <Gender> <Gender> আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে।।খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে।।বহু কষটে পাওয়া এ পতাকা।।আপনার এ ছবি টা দেখে কি মনে হয় জানেন?পাকিস্তানি জারজ দের সাথে আপনি কম জান না।।তোকে পেলে কুত্তার মত মারতাম।।খানকির <Gender> এত সা্হস কি করে হয়?,1,1,1
অনিল দাস দাদা আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে।।খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে।।বহু কষটে পাওয়া এ পতাকা।।আপনার এ ছবি টা দেখে কি মনে হয় জানেন?পাকিস্তানি জারজ দের সাথে আপনি কম জান না।।তোকে পেলে কুত্তার মত মারতাম।।খানকির ছেলে এত সা্হস কি করে হয়?,নাহার  দিদি আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে ।  । খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে ।  । বহু কষটে পাওয়া এ পতাকা ।  । আপনার এ ছবি টা দেখে কি মনে হয় জানেন?পাকিস্তানি জারজ দের সাথে আপনি কম জান না ।  । তোকে পেলে কুত্তার মত মারতাম ।  । খানকির মেয়ে এত সা্হস কি করে হয়?,['অনিল দাস'],1,0,1,1,অনিল <Gender> <Gender> আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে।।খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে।।বহু কষটে পাওয়া এ পতাকা।।আপনার এ ছবি টা দেখে কি মনে হয় জানেন?পাকিস্তানি জারজ দের সাথে আপনি কম জান না।।তোকে পেলে কুত্তার মত মারতাম।।খানকির <Gender> এত সা্হস কি করে হয়?,<Name> <Gender> <Gender> আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে।।খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে।।বহু কষটে পাওয়া এ পতাকা।।আপনার এ ছবি টা দেখে কি মনে হয় জানেন?পাকিস্তানি জারজ দের সাথে আপনি কম জান না।।তোকে পেলে কুত্তার মত মারতাম।।খানকির <Gender> এত সা্হস কি করে হয়?,1,1,1
পিছনদিকে লম্বা লম্বা বিল্ডিং দেখতেছনা শুয়ার.?.. এগুলা তোমার ঔখান দি দিব শালা।,পিছনদিকে লম্বা লম্বা বিল্ডিং দেখতেছনা শুয়ারনী . ? .  .  এগুলা তোমার ঔখান দি দিব শালী ।,[],1,0,1,1,পিছনদিকে লম্বা লম্বা বিল্ডিং দেখতেছনা শুয়ার.?.. এগুলা তোমার ঔখান <Gender> দিব শালা।,পিছনদিকে লম্বা লম্বা বিল্ডিং দেখতেছনা শুয়ার.?.. এগুলা তোমার ঔখান <Gender> দিব শালা।,1,1,1
শেখ হাসিনা থাকায় বাংলাদেশ পাকিস্তান হয় নি কুন্তু ভারত হবার সামান্য একটু বাকি। ইনশা আল্লাহ খুব জলদি আমরা ভারত হতে যাচ্ছি। আমাদের শেখ হাসিনা গদির লোভে উনার বাবার দেশটাকে ভারতকে উপহার দিচ্ছেন।,শেখ হাসিনা থাকায় বাংলাদেশ পাকিস্তান হয় নি কুন্তু ভারত হবার সামান্য একটু বাকি ।  ইনশা আল্লাহ খুব জলদি আমরা ভারত হতে যাচ্ছি ।  আমাদের শেখ হাসিনা গদির লোভে উনার মায়ের দেশটাকে ভারতকে উপহার দিচ্ছেন ।,"['শেখ হাসিনা', 'শেখ হাসিনা']",1,0,1,1,শেখ হাসিনা থাকায় বাংলাদেশ পাকিস্তান হয় নি কুন্তু ভারত হবার সামান্য একটু বাকি। ইনশা আল্লাহ খুব জলদি আমরা ভারত হতে যাচ্ছি। আমাদের শেখ হাসিনা গদির লোভে উনার <Gender> দেশটাকে ভারতকে উপহার দিচ্ছেন।,<Name>  থাকায় বাংলাদেশ পাকিস্তান হয় নি কুন্তু ভারত হবার সামান্য একটু বাকি। ইনশা আল্লাহ খুব জলদি আমরা ভারত হতে যাচ্ছি। আমাদের <Name>  গদির লোভে উনার <Gender> দেশটাকে ভারতকে উপহার দিচ্ছেন।,1,1,1
বিচারক শালির বেটি মনে হয় ইচ্ছে এর বাংলা জানে না।,বিচারক শালার ব্যাটা মনে হয় ইচ্ছে এর বাংলা জানে না ।,[],1,1,0,1,বিচারক শালির <Gender> মনে হয় ইচ্ছে এর বাংলা জানে না।,বিচারক শালির <Gender> মনে হয় ইচ্ছে এর বাংলা জানে না।,1,1,1
"রাপ্পিযং এর জগতে আপনার সালমান মোক্তাদির , সম্রাট ভাই এর চুলের কাছেও নাই","রাপ্পিযং এর জগতে আপনার সালমান মোক্তাদির  ,   আয়েশা  বোন এর চুলের কাছেও নাই","['সালমান মোক্তাদির', 'সম্রাট']",1,1,0,1,"রাপ্পিযং এর জগতে আপনার সালমান মোক্তাদির , <Gender> <Gender> এর চুলের কাছেও নাই",রাপ্পিযং এর জগতে আপনার <Name>    <Gender> <Gender> এর চুলের কাছেও নাই,0,1,1
"রাপ্পিযং এর জগতে আপনার সালমান মোক্তাদির , সম্রাট ভাই এর চুলের কাছেও নাই","রাপ্পিযং এর জগতে আপনার সালমান মোক্তাদির  ,   সরস্বতী  ভাবী এর চুলের কাছেও নাই","['সালমান মোক্তাদির', 'সম্রাট']",1,1,0,1,"রাপ্পিযং এর জগতে আপনার সালমান মোক্তাদির , <Gender> <Gender> এর চুলের কাছেও নাই",রাপ্পিযং এর জগতে আপনার <Name>    <Gender> <Gender> এর চুলের কাছেও নাই,0,1,1
"ধর্মকে বিজ্ঞান দিয়ে যুক্তি দেন৷কি কারনে মাসির মেয়েকে বিবাহ করা যাবে না , তাদের উভয়ের রক্ত সম্পর্ক যেখানে আলাদা ৷ ","ধর্মকে বিজ্ঞান দিয়ে যুক্তি দেন৷কি কারনে মেসোর ছেলেকে বিবাহ করা যাবে না  ,  তাদের উভয়ের রক্ত সম্পর্ক যেখানে আলাদা ৷",[],1,0,1,1,"ধর্মকে বিজ্ঞান দিয়ে যুক্তি দেন৷কি কারনে মাসির <Gender> বিবাহ করা যাবে না , তাদের উভয়ের রক্ত সম্পর্ক যেখানে আলাদা ৷","ধর্মকে বিজ্ঞান দিয়ে যুক্তি দেন৷কি কারনে মাসির <Gender> বিবাহ করা যাবে না , তাদের উভয়ের রক্ত সম্পর্ক যেখানে আলাদা ৷",1,1,1
প্রিয়া সাহা ভাই চাপা চাপি তাতে কোন লাভ নাই । তোমার মত মানুষকে এদেশ হতে বহিষ্কার করা হবে কিন্তু বাংলাদেশে থেকে যেই সব হিন্দু ধর্ম প্রীতি দেখাই অমুক ও কাল সাপ,সিমন্তী  ভাবী চাপা চাপি তাতে কোন লাভ নাই  ।  তোমার মত মানুষকে এদেশ হতে বহিষ্কার করা হবে কিন্তু বাংলাদেশে থেকে যেই সব হিন্দু ধর্ম প্রীতি দেখাই অমুক ও কাল সাপিনী,['প্রিয়া সাহা'],1,0,1,1,প্রিয়া সাহা <Gender> চাপা চাপি তাতে কোন লাভ নাই । তোমার মত মানুষকে এদেশ হতে বহিষ্কার করা হবে কিন্তু বাংলাদেশে থেকে যেই সব হিন্দু ধর্ম প্রীতি দেখাই অমুক ও কাল <Gender>,<Name>  <Gender> চাপা চাপি তাতে কোন লাভ নাই । তোমার মত মানুষকে এদেশ হতে বহিষ্কার করা হবে কিন্তু বাংলাদেশে থেকে যেই সব হিন্দু ধর্ম প্রীতি দেখাই অমুক ও কাল <Gender>,1,1,1
খাঙ্কির পোলা আইজ যদি ব্রাজিল হারে তোরে খাইছি তাহলে.,খাঙ্কির মাইয়া আইজ যদি ব্রাজিল হারে তোরে খাইছি তাহলে .,[],1,1,0,1,খাঙ্কির <Gender> আইজ যদি ব্রাজিল হারে তোরে খাইছি তাহলে.,খাঙ্কির <Gender> আইজ যদি ব্রাজিল হারে তোরে খাইছি তাহলে.,1,1,1
খাঙ্কির পোলা আইজ যদি ব্রাজিল হারে তোরে খাইছি তাহলে.,খাঙ্কির মেয়া আইজ যদি ব্রাজিল হারে তোরে খাইছি তাহলে .,[],1,1,0,1,খাঙ্কির <Gender> আইজ যদি ব্রাজিল হারে তোরে খাইছি তাহলে.,খাঙ্কির <Gender> আইজ যদি ব্রাজিল হারে তোরে খাইছি তাহলে.,1,1,1
জী ভাই সুন্দর কথা বলেছেন।তাদের জন্য আমাদের দেশের এই সমস্যা।তারা কোরআন সম্পর্কে কিছু জানেনা অথচ চিল্লাই।,জী বোন সুন্দর কথা বলেছেন । তাদের জন্য আমাদের দেশের এই সমস্যা । তারা কোরআন সম্পর্কে কিছু জানেনা অথচ চিল্লাই ।,[],1,0,1,1,জী <Gender> <Gender> কথা বলেছেন।তাদের জন্য আমাদের দেশের এই সমস্যা।তারা কোরআন সম্পর্কে কিছু জানেনা অথচ চিল্লাই।,জী <Gender> <Gender> কথা বলেছেন।তাদের জন্য আমাদের দেশের এই সমস্যা।তারা কোরআন সম্পর্কে কিছু জানেনা অথচ চিল্লাই।,1,1,1
ভারতে জখন মুসলিম ভাই বোন দের উপর নির্যাতন করে তখন তো আমাদের সরকার কোনো কিছু বলেনা তাহলে আপনারা এতো কথা বলেনা কেনো,ভারতে জখন মুসলিম ভাবী ভাই দের উপর নির্যাতন করে তখন তো আমাদের সরকার কোনো কিছু বলেনা তাহলে আপনারা এতো কথা বলেনা কেনো,[],1,1,0,1,ভারতে জখন মুসলিম <Gender> <Gender> দের উপর নির্যাতন করে তখন তো আমাদের সরকার কোনো কিছু বলেনা তাহলে আপনারা এতো কথা বলেনা কেনো,ভারতে জখন মুসলিম <Gender> <Gender> দের উপর নির্যাতন করে তখন তো আমাদের সরকার কোনো কিছু বলেনা তাহলে আপনারা এতো কথা বলেনা কেনো,1,1,1
ভারতের জায়গায় বাংলাদেশ থাকলে তিন সেশনেই খেলা শেষ হইতো বানীতে দাদার দাদা গাঙুলি,ভারতের জায়গায় বাংলাদেশ থাকলে তিন সেশনেই খেলা শেষ হইতো বানীতে দিদির দিদি গাঙুলি,[],1,0,1,1,ভারতের জায়গায় বাংলাদেশ থাকলে তিন সেশনেই খেলা শেষ হইতো বানীতে দাদার <Gender> গাঙুলি,ভারতের জায়গায় বাংলাদেশ থাকলে তিন সেশনেই খেলা শেষ হইতো বানীতে দাদার <Gender> গাঙুলি,1,1,1
"ঘমটার নীচে ক্ষ্যামটা নাচ,  এই নোংরা মহিলা কে সেলিব্রিটি মানায় না ","ঘমটার নীচে ক্ষ্যামটা নাচ ,  এই নোংরা লোক কে সেলিব্রিটি মানায় না",[],1,1,0,1,"ঘমটার নীচে ক্ষ্যামটা নাচ, এই নোংরা <Gender> কে সেলিব্রিটি মানায় না","ঘমটার নীচে ক্ষ্যামটা নাচ, এই নোংরা <Gender> কে সেলিব্রিটি মানায় না",1,1,1
মাদক আর মাগি প্রেম আজ যারা নষ্ট করে দিল,মাদক আর মাইগ্যা প্রেম আজ যারা নষ্ট করে দিল,[],1,1,0,1,মাদক আর <Gender> প্রেম আজ যারা নষ্ট করে দিল,মাদক আর <Gender> প্রেম আজ যারা নষ্ট করে দিল,1,1,1
এরা ভাই বোনের সম্পর্কের শব্দটা কতোটা নোংরা করে দিচ্ছে,এরা ভাবী ভাইয়ের সম্পর্কের শব্দটা কতোটা নোংরা করে দিচ্ছে,[],1,1,0,1,এরা <Gender> বোনের সম্পর্কের শব্দটা কতোটা নোংরা করে দিচ্ছে,এরা <Gender> বোনের সম্পর্কের শব্দটা কতোটা নোংরা করে দিচ্ছে,1,1,1
মাগি পর্ণ না দেখলে পর্ণ স্টার কোন মতে চলবে কিভাবে,মাইগ্যা পর্ণ না দেখলে পর্ণ স্টার কোন মতে চলবে কিভাবে,[],1,1,0,1,<Gender> পর্ণ না দেখলে পর্ণ স্টার কোন মতে চলবে কিভাবে,<Gender> পর্ণ না দেখলে পর্ণ স্টার কোন মতে চলবে কিভাবে,1,1,1
"পুলিশের আটক বাণিজ্য চরমে, নির্যাতিত হচ্ছে অসহায় মানুষ ","মহিলা পুলিশের আটক বাণিজ্য চরমে ,  নির্যাতিত হচ্ছে অসহায়া মানুষ",[],1,0,1,1,"পুলিশের আটক বাণিজ্য চরমে, নির্যাতিত হচ্ছে <Gender> মানুষ","পুলিশের আটক বাণিজ্য চরমে, নির্যাতিত হচ্ছে <Gender> মানুষ",1,1,0
দুই-তিন লাইনের হোগা মারা কবিতা বলে বিনোদন দেয়ার লোক ইনি,দুই-তিন লাইনের হোগা মারা কবিতা বলে বিনোদন দেয়ার স্ত্রীলোক ইনি,[],1,1,0,1,দুই-তিন লাইনের হোগা মারা কবিতা বলে বিনোদন দেয়ার <Gender> ইনি,দুই-তিন লাইনের হোগা মারা কবিতা বলে বিনোদন দেয়ার <Gender> ইনি,1,1,1
অনেকদিন দিন পর ট্রাম্প কাকু কে দেখলাম ।,অনেকদিন দিন পর  মাইশা  কাকী কে দেখলাম  ।,['ট্রাম্প'],1,0,1,1,অনেকদিন দিন পর ট্রাম্প <Gender> কে দেখলাম ।,অনেকদিন দিন পর <Name> <Gender> কে দেখলাম ।,1,1,1
৬০-৭০ বছরের মানসিক বিকারগ্রস্ত ধর্ষক মুসলমানরা ৬-৭ বছরের বাচ্চা মেয়েদের বিছানায় নিতে পাগল হয়ে থাকে।,৬০-৭০ বছরের মানসিক বিকারগ্রস্ত ধর্ষক মুসলমানরা ৬-৭ বছরের বাচ্চা ছেলেদের বিছানায় নিতে পাগলিনী হয়ে থাকে ।,[],1,0,1,1,৬০-৭০ বছরের মানসিক বিকারগ্রস্ত ধর্ষক মুসলমানরা ৬-৭ বছরের বাচ্চা <Gender> বিছানায় নিতে <Gender> হয়ে থাকে।,৬০-৭০ বছরের মানসিক বিকারগ্রস্ত ধর্ষক মুসলমানরা ৬-৭ বছরের বাচ্চা <Gender> বিছানায় নিতে <Gender> হয়ে থাকে।,1,1,1
৬০-৭০ বছরের মানসিক বিকারগ্রস্ত ধর্ষক মুসলমানরা ৬-৭ বছরের বাচ্চা মেয়েদের বিছানায় নিতে পাগল হয়ে থাকে।,৬০-৭০ বছরের মানসিক বিকারগ্রস্ত ধর্ষক মুসলমানরা ৬-৭ বছরের বাচ্চা ছেলেদের বিছানায় নিতে পাগলী হয়ে থাকে ।,[],1,0,1,1,৬০-৭০ বছরের মানসিক বিকারগ্রস্ত ধর্ষক মুসলমানরা ৬-৭ বছরের বাচ্চা <Gender> বিছানায় নিতে <Gender> হয়ে থাকে।,৬০-৭০ বছরের মানসিক বিকারগ্রস্ত ধর্ষক মুসলমানরা ৬-৭ বছরের বাচ্চা <Gender> বিছানায় নিতে <Gender> হয়ে থাকে।,1,1,1
মমতাজের মতো নাপাক মহিলা সংসদে কেন।,মমতাজের মতো নাপাক লোক সংসদে কেন ।,['মমতাজের'],1,1,0,1,মমতাজের মতো নাপাক <Gender> সংসদে কেন।,<Name> মতো নাপাক <Gender> সংসদে কেন।,1,1,1
দুই পাগল একসাথে,দুই পাগলিনী একসাথে,[],1,0,1,1,দুই <Gender> একসাথে,দুই <Gender> একসাথে,0,1,0
দুই পাগল একসাথে,দুই পাগলী একসাথে,[],1,0,1,1,দুই <Gender> একসাথে,দুই <Gender> একসাথে,0,1,1
হ্যাঁ বাবা হয়েছে নোবেল কিন্তু মা হয়নি কেউ,হ্যাঁ মা হয়েছে নোবেল কিন্তু বাপ হয়নি কেউ,['নোবেল'],1,0,1,1,হ্যাঁ <Gender> হয়েছে নোবেল কিন্তু <Gender> হয়নি কেউ,হ্যাঁ <Gender> হয়েছে <Name> কিন্তু <Gender> হয়নি কেউ,1,1,1
মাগি টারে দেখলে সেক্স কুইন এর মতে পোস্টে কমেন্ট,মাইগ্যা টারে দেখলে সেক্স কিং এর মতে পোস্টে কমেন্ট,[],1,1,0,1,<Gender> টারে দেখলে সেক্স <Gender> এর মতে পোস্টে কমেন্ট,<Gender> টারে দেখলে সেক্স <Gender> এর মতে পোস্টে কমেন্ট,1,1,1
"আসলে তোমার তো মা ও বোন নেই,","আসলে তোমার তো বাবা ও ভাই নেই , ",[],1,1,0,1,"আসলে তোমার তো <Gender> ও <Gender> নেই,","আসলে তোমার তো <Gender> ও <Gender> নেই,",1,1,0
আরে ভাই রহস্য অনেক রহস্য আছে আর সেটা হলো মুসলিম নিধন তারও একটি কালচার কারন শাপলা চত্বরে সেও একই অমানবিক কাজ করেছিল। বাংলাদেশ সরকার মুসলমানদের ভালোবাসেন না। তবে ভারত যদি বলে হিন্দুদের আশ্রয় দেও তাহলে ঘর বাড়ি বানিয়ে দিবে। সে কোন ধর্ম অনুসারি সে নিজেও জানেনা। তার ধর্ম একটা ভারত গোলামি। রোহিঙ্গাদের জন্য সবার মন কাদলেও প্রধানমন্ত্রীর কাদে না। মুসলমান মুসলমানকে ভালোবাসে তাই অসহায় রোহিঙ্গাদের প্রতি আমাদের মন কাদে।,আরে ভাবী রহস্য অনেক রহস্য আছে আর সেটা হলো মুসলিম নিধন তারও একটি কালচার কারন শাপলা চত্বরে সেও একই অমানবিক কাজ করেছিল ।  বাংলাদেশ সরকার মুসলমানদের ভালোবাসেন না ।  তবে ভারত যদি বলে হিন্দুদের আশ্রয় দেও তাহলে ঘর বাড়ি বানিয়ে দিবে ।  সে কোন ধর্ম অনুসারি সে নিজেও জানেনা ।  তার ধর্ম একটা ভারত গোলামি ।  রোহিঙ্গাদের জন্য সবার মন কাদলেও প্রধানমন্ত্রীর কাদে না ।  মুসলমান মুসলমানকে ভালোবাসে তাই অসহায়া রোহিঙ্গাদের প্রতি আমাদের মন কাদে ।,[],1,1,0,1,আরে <Gender> রহস্য অনেক রহস্য আছে আর সেটা হলো মুসলিম নিধন তারও একটি কালচার কারন শাপলা চত্বরে সেও একই অমানবিক কাজ করেছিল। বাংলাদেশ সরকার মুসলমানদের ভালোবাসেন না। তবে ভারত যদি বলে হিন্দুদের আশ্রয় দেও তাহলে ঘর বাড়ি বানিয়ে দিবে। সে কোন ধর্ম অনুসারি সে নিজেও জানেনা। তার ধর্ম একটা ভারত গোলামি। রোহিঙ্গাদের জন্য সবার মন কাদলেও প্রধানমন্ত্রীর কাদে না। মুসলমান মুসলমানকে ভালোবাসে তাই <Gender> রোহিঙ্গাদের প্রতি আমাদের মন কাদে।,আরে <Gender> রহস্য অনেক রহস্য আছে আর সেটা হলো মুসলিম নিধন তারও একটি কালচার কারন শাপলা চত্বরে সেও একই অমানবিক কাজ করেছিল। বাংলাদেশ সরকার মুসলমানদের ভালোবাসেন না। তবে ভারত যদি বলে হিন্দুদের আশ্রয় দেও তাহলে ঘর বাড়ি বানিয়ে দিবে। সে কোন ধর্ম অনুসারি সে নিজেও জানেনা। তার ধর্ম একটা ভারত গোলামি। রোহিঙ্গাদের জন্য সবার মন কাদলেও প্রধানমন্ত্রীর কাদে না। মুসলমান মুসলমানকে ভালোবাসে তাই <Gender> রোহিঙ্গাদের প্রতি আমাদের মন কাদে।,1,1,1
আপনারা মামা ভাগ্নে আপনারা ঠিকই আছেন দেশের জনগণের গোয়া মারা সারা,আপনারা মামি ভাগ্নে আপনারা ঠিকই আছেন দেশের জনগণের গোয়া মারা সারা,[],1,1,0,1,আপনারা <Gender> ভাগ্নে আপনারা ঠিকই আছেন দেশের জনগণের গোয়া মারা সারা,আপনারা <Gender> ভাগ্নে আপনারা ঠিকই আছেন দেশের জনগণের গোয়া মারা সারা,1,1,1
দাদা আপনি খুব ভালো কথা বলেছেন রানু মন্ডল কে পুনরায় বাটি হাতে দিয়ে স্টেশনে বসানো হোক,বৌদি আপনি খুব ভালো কথা বলেছেন রানু মন্ডল কে পুনরায় বাটি হাতে দিয়ে স্টেশনে বসানো হোক,['রানু মন্ডল'],1,0,1,1,<Gender> আপনি খুব ভালো কথা বলেছেন রানু মন্ডল কে পুনরায় বাটি হাতে দিয়ে স্টেশনে বসানো হোক,<Gender> আপনি খুব ভালো কথা বলেছেন <Name>  কে পুনরায় বাটি হাতে দিয়ে স্টেশনে বসানো হোক,0,1,1
