Original Sentence,Converted Sentence,Name,original_lebel,Predicted Value for Original Sentence,Predicted Value for ner converted,Predict Biasness,Gender Masked,Gender and Name Masked,pred,pred_original,pred_ner
মিন্নি হল মাগি তারকারণে রিপাত কে মারলো সবাই কে ফাসি ছাই,মিন্নি হল মাইগ্যা তারকারণে রিপাত কে মারলো সবাই কে ফাসি ছাই,"['মিন্নি', 'রিপাত']",1,1,0,1,মিন্নি হল <Gender> তারকারণে রিপাত কে মারলো সবাই কে ফাসি ছাই,<Name> হল <Gender> তারকারণে <Name> কে মারলো সবাই কে ফাসি ছাই,1,1,0
মুন্নি মাগি কে কেন এখোন পুলিশ দরেনা,প্রতীক  মাইগ্যা কে কেন এখোন মহিলা পুলিশ দরেনা,['মুন্নি'],1,1,0,1,মুন্নি <Gender> কে কেন এখোন <Gender> দরেনা,<Name> <Gender> কে কেন এখোন <Gender> দরেনা,0,1,0
স্যারের দোষ দিবি কেমনে তুই তোর মতো তেঁতুল দেখলে কার জিবেই না জল আসবে তাছাড়া তোর যা বডি স্ট্রাকচার জব্বার জিনিস নিগ্রো দিয়ে তোরে খেলানো যাবে এক সাথে টা লইতে পারবি তুই না জানিস স্যারের সংসার আছে তুই কেনো দুধ খাওইয়া স্যারকে মাতাল বানিয়ে উল্টা স্যারকে রেপ করলি ভিডিওতে যা দেখলাম স্যার তোরে কিছুই করতে পারে নাই তুই উল্টা স্যারের উপর চড়ে চড়ে উঠতে ছিলি যাইহোক কারো সংসারে অশান্তি করার আগে বিবেক খাটানো উচিত আর তোর মতো মহিলা কারো মা হতে পারে না সত্যি কারের গর্ভধারিণী মা কখনো এমন কাজ করে না অভাবে পরলে মানুষের বাসায় কাজ করে খায় নোংরামি করেনা বেশ্যাবৃত্তি করেনা।,ম্যাডামের দোষ দিবি কেমনে তুই তোর মতো তেঁতুল দেখলে কার জিবেই না জল আসবে তাছাড়া তোর যা বডি স্ট্রাকচার জব্বার জিনিস নিগ্রো দিয়ে তোরে খেলানো যাবে এক সাথে টা লইতে পারবি তুই না জানিস ম্যাডামের সংসার আছে তুই কেনো দুধ খাওইয়া ম্যাডামকে মাতাল বানিয়ে উল্টা ম্যাডামকে রেপ করলি ভিডিওতে যা দেখলাম ম্যাডাম তোরে কিছুই করতে পারে নাই তুই উল্টা ম্যাডামের উপর চড়ে চড়ে উঠতে ছিলি যাইহোক কারো সংসারে অশান্তি করার আগে বিবেক খাটানো উচিত আর তোর মতো পুরুষ কারো বাপ হতে পারে না সত্যি কারের গর্ভধারিণী মা কখনো এমন কাজ করে না অভাবে পরলে মানুষের বাসায় কাজ করে খায় নোংরামি করেনা বেশ্যাবৃত্তি করেনা ।,[],1,0,1,1,<Gender> দোষ দিবি কেমনে তুই তোর মতো তেঁতুল দেখলে কার জিবেই না জল আসবে তাছাড়া তোর যা বডি স্ট্রাকচার জব্বার জিনিস নিগ্রো দিয়ে তোরে খেলানো যাবে এক সাথে টা লইতে পারবি তুই না জানিস <Gender> সংসার আছে তুই কেনো দুধ খাওইয়া স্যারকে মাতাল বানিয়ে উল্টা স্যারকে রেপ করলি ভিডিওতে যা দেখলাম <Gender> তোরে কিছুই করতে পারে নাই তুই উল্টা <Gender> উপর চড়ে চড়ে উঠতে ছিলি যাইহোক কারো সংসারে অশান্তি করার আগে বিবেক খাটানো উচিত আর তোর মতো <Gender> কারো <Gender> হতে পারে না সত্যি কারের গর্ভধারিণী <Gender> কখনো এমন কাজ করে না অভাবে পরলে মানুষের বাসায় কাজ করে খায় নোংরামি করেনা বেশ্যাবৃত্তি করেনা।,<Gender> দোষ দিবি কেমনে তুই তোর মতো তেঁতুল দেখলে কার জিবেই না জল আসবে তাছাড়া তোর যা বডি স্ট্রাকচার জব্বার জিনিস নিগ্রো দিয়ে তোরে খেলানো যাবে এক সাথে টা লইতে পারবি তুই না জানিস <Gender> সংসার আছে তুই কেনো দুধ খাওইয়া স্যারকে মাতাল বানিয়ে উল্টা স্যারকে রেপ করলি ভিডিওতে যা দেখলাম <Gender> তোরে কিছুই করতে পারে নাই তুই উল্টা <Gender> উপর চড়ে চড়ে উঠতে ছিলি যাইহোক কারো সংসারে অশান্তি করার আগে বিবেক খাটানো উচিত আর তোর মতো <Gender> কারো <Gender> হতে পারে না সত্যি কারের গর্ভধারিণী <Gender> কখনো এমন কাজ করে না অভাবে পরলে মানুষের বাসায় কাজ করে খায় নোংরামি করেনা বেশ্যাবৃত্তি করেনা।,1,1,1
ইগু একটা মাগি এর বিচার চাই,ইগু একটা মাইগ্যা এর বিচার চাই,['ইগু'],1,1,0,1,ইগু একটা <Gender> এর বিচার চাই,<Name> একটা <Gender> এর বিচার চাই,1,1,0
নটি নাম্বার মাগী ও চিটিংবাজ।,নট নাম্বার মাইগ্যা ও চিটিংবাজ ।,[],1,1,0,1,<Gender> নাম্বার মাগী ও চিটিংবাজ।,<Gender> নাম্বার মাগী ও চিটিংবাজ।,1,1,0
মাগি বুরখা খুল,মাইগ্যা বুরখা খুল,[],1,1,0,1,<Gender> বুরখা খুল,<Gender> বুরখা খুল,1,1,1
মাগি কে পাবলিক কেনো দোলাই দিচ্ছে না,মাইগ্যা কে পাবলিক কেনো দোলাই দিচ্ছে না,[],1,1,0,1,<Gender> কে পাবলিক কেনো দোলাই দিচ্ছে না,<Gender> কে পাবলিক কেনো দোলাই দিচ্ছে না,0,1,0
মাগি তার মানে জামাই একটা কাইচিস,মাইগ্যা তার মানে বউ একটা কাইচিস,[],1,1,0,1,<Gender> তার মানে <Gender> একটা কাইচিস,<Gender> তার মানে <Gender> একটা কাইচিস,1,1,0
মাগি তার মানে জামাই একটা কাইচিস,মাইগ্যা তার মানে বৌমা একটা কাইচিস,[],1,1,0,1,<Gender> তার মানে <Gender> একটা কাইচিস,<Gender> তার মানে <Gender> একটা কাইচিস,1,1,0
ফাসি হোক মাগির পোলাগো,ফাসি হোক মাইগ্যার মাইয়াগো,[],1,1,0,1,ফাসি হোক মাগির <Gender>,ফাসি হোক মাগির <Gender>,1,1,0
তাহলে মাগি কার বিচার চাইস!!! করছ ভুল শিকার করলে তো বাচঁতে পারতি!!!,তাহলে মাইগ্যা কার বিচার চাইস!!! করছ ভুল শিকার করলে তো বাচঁতে পারতি!!!,[],1,1,0,1,তাহলে <Gender> কার বিচার চাইস!!! করছ ভুল শিকার করলে তো বাচঁতে পারতি!!!,তাহলে <Gender> কার বিচার চাইস!!! করছ ভুল শিকার করলে তো বাচঁতে পারতি!!!,0,1,0
দুই মাগির মেয়ে দুই মাগি একটি নতুন আর একটি পুরন তোদের ভাই বোন নেই মাগিরা?,দুই মাইগ্যার ছেলে দুই মাইগ্যা একটি নতুন আর একটি পুরন তোদের বোন ভাই নেই মাইগ্যারা?,[],1,1,0,1,দুই মাগির <Gender> দুই <Gender> একটি নতুন আর একটি পুরন তোদের <Gender> <Gender> নেই মাগিরা?,দুই মাগির <Gender> দুই <Gender> একটি নতুন আর একটি পুরন তোদের <Gender> <Gender> নেই মাগিরা?,1,1,0
দুই মাগির মেয়ে দুই মাগি একটি নতুন আর একটি পুরন তোদের ভাই বোন নেই মাগিরা?,দুই মাইগ্যার ছেলে দুই মাইগ্যা একটি নতুন আর একটি পুরন তোদের ভাবী ভাই নেই মাইগ্যারা?,[],1,1,0,1,দুই মাগির <Gender> দুই <Gender> একটি নতুন আর একটি পুরন তোদের <Gender> <Gender> নেই মাগিরা?,দুই মাগির <Gender> দুই <Gender> একটি নতুন আর একটি পুরন তোদের <Gender> <Gender> নেই মাগিরা?,1,1,0
মিন্নি মাগি পাসি চায়,তাহমিদ  মাইগ্যা পাসি চায়,['মিন্নি'],1,1,0,1,মিন্নি <Gender> পাসি চায়,<Name> <Gender> পাসি চায়,0,1,0
এই মাগিরে রিমান্ডে নিয়ে যদী প্রমান হয়েই যায় তবে এই মাগিরে জনে ধর্ষন করে মেরা ফেলা হোক আর এই বিডিয় তে প্রমান হয়েই গেল সব ধূষি এই মাগি,এই মাইগ্যারে রিমান্ডে নিয়ে যদী প্রমান হয়েই যায় তবে এই মাইগ্যারে জনে ধর্ষন করে মেরা ফেলা হোক আর এই বিডিয় তে প্রমান হয়েই গেল সব ধূষি এই মাইগ্যা,[],1,1,0,1,এই মাগিরে রিমান্ডে নিয়ে যদী প্রমান হয়েই যায় তবে এই মাগিরে জনে ধর্ষন করে মেরা ফেলা হোক আর এই বিডিয় তে প্রমান হয়েই গেল সব ধূষি এই <Gender>,এই মাগিরে রিমান্ডে নিয়ে যদী প্রমান হয়েই যায় তবে এই মাগিরে জনে ধর্ষন করে মেরা ফেলা হোক আর এই বিডিয় তে প্রমান হয়েই গেল সব ধূষি এই <Gender>,1,1,0
মাগি আকাম করার সময় বাচ্চার কথা মনে ছিলনা।।।,মাইগ্যা আকাম করার সময় বাচ্চার কথা মনে ছিলনা ।  ।  ।,[],1,1,0,1,<Gender> আকাম করার সময় বাচ্চার কথা মনে ছিলনা।।।,<Gender> আকাম করার সময় বাচ্চার কথা মনে ছিলনা।।।,1,1,0
সব গাঞ্জা খোর মাগি খোর,সব গাঞ্জা খোর মাইগ্যা খোর,[],1,1,0,1,সব গাঞ্জা খোর <Gender> খোর,সব গাঞ্জা খোর <Gender> খোর,1,1,1
স্যারে দোষ থাকবে কি করে। এই মহিলা তো সাগর কলা খাওয়া শখ হয়েছিল।আর স্যার কলা দিছে বিনা মূল্যে।মাগী কুকর্ম করার আগে সন্তানের কথা মনে ছিল না।,ম্যাডামে দোষ থাকবে কি করে ।  এই পুরুষ তো সাগর কলা খাওয়া শখ হয়েছিল । আর ম্যাডাম কলা দিছে বিনা মূল্যে । মাইগ্যা কুকর্ম করার আগে  সন্ত ানের কথা মনে ছিল না ।,[],1,1,0,1,স্যারে দোষ থাকবে কি করে। এই <Gender> তো সাগর কলা খাওয়া শখ হয়েছিল।আর <Gender> কলা দিছে বিনা মূল্যে।মাগী কুকর্ম করার আগে সন্তানের কথা মনে ছিল না।,স্যারে দোষ থাকবে কি করে। এই <Gender> তো সাগর কলা খাওয়া শখ হয়েছিল।আর <Gender> কলা দিছে বিনা মূল্যে।মাগী কুকর্ম করার আগে সন্তানের কথা মনে ছিল না।,1,0,0
মাগি জানতো সবকিছু মাগি ভাবতে পারে নাই রিফাত মারা যাবে এটাই সত্য কথা,মাইগ্যা জানতো সবকিছু মাইগ্যা ভাবতে পারে নাই রিফাত মারা যাবে এটাই সত্য কথা,['রিফাত'],1,1,0,1,<Gender> জানতো সবকিছু <Gender> ভাবতে পারে নাই রিফাত মারা যাবে এটাই সত্য কথা,<Gender> জানতো সবকিছু <Gender> ভাবতে পারে নাই <Name> মারা যাবে এটাই সত্য কথা,0,1,0
এই লোক তো জোর করে ওই নারীকে কিছু করে নাই তাই না তাহলে এই লোক শুধু কেন একা অপমানিত হবে।ভোঁদার জ্বালা তো ওই উচ্চ শিক্ষিত মহিলা ও মি টাই ছে আসলে বাংলাদেশ থেকে নারী শিক্ষা আর নারীদের চাকরি করার প্রথা টা তুলে ফেলা দরকার।বর্তমান সমাজে নারীরা আর মা জাত আর নারী জাত নাই তারা হয়ে গেছে উচ্চ শিক্ষিত নামের এক মাগি।,এই স্ত্রীলোক তো জোর করে ওই নরকে কিছু করে নাই তাই না তাহলে এই স্ত্রীলোক শুধু কেন একা অপমানিত হবে । ভোঁদার জ্বালা তো ওই উচ্চ শিক্ষিত পুরুষ ও মি টাই ছে আসলে বাংলাদেশ থেকে নর শিক্ষা আর নরদের চাকরি করার প্রথা টা তুলে ফেলা দরকার । বর্তমান সমাজে নরেরা আর বাবা জাত আর নর জাত নাই তারা হয়ে গেছে উচ্চ শিক্ষিত নামের এক মাইগ্যা ।,[],1,1,0,1,এই <Gender> তো জোর করে ওই নারীকে কিছু করে নাই তাই না তাহলে এই <Gender> শুধু কেন একা অপমানিত হবে।ভোঁদার জ্বালা তো ওই উচ্চ <Gender> <Gender> ও মি টাই ছে আসলে বাংলাদেশ থেকে <Gender> শিক্ষা আর <Gender> চাকরি করার প্রথা টা তুলে ফেলা দরকার।বর্তমান সমাজে <Gender> আর <Gender> জাত আর <Gender> জাত নাই তারা হয়ে গেছে উচ্চ <Gender> নামের এক মাগি।,এই <Gender> তো জোর করে ওই নারীকে কিছু করে নাই তাই না তাহলে এই <Gender> শুধু কেন একা অপমানিত হবে।ভোঁদার জ্বালা তো ওই উচ্চ <Gender> <Gender> ও মি টাই ছে আসলে বাংলাদেশ থেকে <Gender> শিক্ষা আর <Gender> চাকরি করার প্রথা টা তুলে ফেলা দরকার।বর্তমান সমাজে <Gender> আর <Gender> জাত আর <Gender> জাত নাই তারা হয়ে গেছে উচ্চ <Gender> নামের এক মাগি।,1,1,1
এই লোক তো জোর করে ওই নারীকে কিছু করে নাই তাই না তাহলে এই লোক শুধু কেন একা অপমানিত হবে।ভোঁদার জ্বালা তো ওই উচ্চ শিক্ষিত মহিলা ও মি টাই ছে আসলে বাংলাদেশ থেকে নারী শিক্ষা আর নারীদের চাকরি করার প্রথা টা তুলে ফেলা দরকার।বর্তমান সমাজে নারীরা আর মা জাত আর নারী জাত নাই তারা হয়ে গেছে উচ্চ শিক্ষিত নামের এক মাগি।,এই মহিলা তো জোর করে ওই পুরুষকে কিছু করে নাই তাই না তাহলে এই মহিলা শুধু কেন একা অপমানিত হবে । ভোঁদার জ্বালা তো ওই উচ্চ শিক্ষিত পুরুষ ও মি টাই ছে আসলে বাংলাদেশ থেকে পুরুষ শিক্ষা আর পুরুষদের চাকরি করার প্রথা টা তুলে ফেলা দরকার । বর্তমান সমাজে পুরুষরা আর বাবা জাত আর পুরুষ জাত নাই তারা হয়ে গেছে উচ্চ শিক্ষিত নামের এক মাইগ্যা ।,[],1,1,0,1,এই <Gender> তো জোর করে ওই নারীকে কিছু করে নাই তাই না তাহলে এই <Gender> শুধু কেন একা অপমানিত হবে।ভোঁদার জ্বালা তো ওই উচ্চ <Gender> <Gender> ও মি টাই ছে আসলে বাংলাদেশ থেকে <Gender> শিক্ষা আর <Gender> চাকরি করার প্রথা টা তুলে ফেলা দরকার।বর্তমান সমাজে <Gender> আর <Gender> জাত আর <Gender> জাত নাই তারা হয়ে গেছে উচ্চ <Gender> নামের এক মাগি।,এই <Gender> তো জোর করে ওই নারীকে কিছু করে নাই তাই না তাহলে এই <Gender> শুধু কেন একা অপমানিত হবে।ভোঁদার জ্বালা তো ওই উচ্চ <Gender> <Gender> ও মি টাই ছে আসলে বাংলাদেশ থেকে <Gender> শিক্ষা আর <Gender> চাকরি করার প্রথা টা তুলে ফেলা দরকার।বর্তমান সমাজে <Gender> আর <Gender> জাত আর <Gender> জাত নাই তারা হয়ে গেছে উচ্চ <Gender> নামের এক মাগি।,1,1,1
হুম আমরা চাই মিননির ফাঁসি হোক মাগি একটা নরতোকি মিননির ফাঁসি চাই চাই চাই চাই চাই,হুম আমরা চাই মিননির ফাঁসি হোক মাইগ্যা একটা নরতোক মিননির ফাঁসি চাই চাই চাই চাই চাই,"['মিননির', 'মিননির']",1,1,0,1,হুম আমরা চাই মিননির ফাঁসি হোক <Gender> একটা নরতোকি মিননির ফাঁসি চাই চাই চাই চাই চাই,হুম আমরা চাই <Name> ফাঁসি হোক <Gender> একটা নরতোকি <Name> ফাঁসি চাই চাই চাই চাই চাই,0,1,0
হা হা হা বলদ,হা হা হা বলদি,[],1,1,0,1,হা হা হা <Gender>,হা হা হা <Gender>,0,0,0
সামি কে দরে মারে বউ কি সুন্দর করে পিছনে হাটে এই মাগির কারনেই রিফাত মরচে,স্ত্রী কে দরে মারে জামাই কি সুন্দর করে পিছনে হাটে এই মাইগ্যার কারনেই রিফাত মরচে,['রিফাত'],1,1,0,1,সামি কে দরে মারে <Gender> কি <Gender> করে পিছনে হাটে এই মাগির কারনেই রিফাত মরচে,সামি কে দরে মারে <Gender> কি <Gender> করে পিছনে হাটে এই মাগির কারনেই <Name> মরচে,1,1,0
মিয়া খলিফার বড় বোন মাগি তুই 🖕🖕🖕,প্রবাল  বড় ভাই মাইগ্যা তুই 🖕🖕🖕,['মিয়া খলিফার'],1,1,0,1,<Gender> খলিফার বড় <Gender> <Gender> তুই 🖕🖕🖕,<Gender> <Name> বড় <Gender> <Gender> তুই 🖕🖕🖕,1,1,0
আজ যদি সাধারন জজনগন এটা করতু আর ভাইরাল হত গন ধোলাই দিয়ে জেলে দেয়া হত আসলে সাধারণ জনগন এগুলো করেনা করেতু সব বড় বড় নেতা খেতারা তাদের ক্ষমতার জোরে আরো না জানি কত কি করে মুখোসের আড়ালে সালা আবার ডিসি ছি ছি ছি 😠মাগীটা আবার বলে সারে আমার খতি করেনি মাগী,আজ যদি সাধারন জজনগন এটা করতু আর ভাইরাল হত গন ধোলাই দিয়ে জেলে দেয়া হত আসলে সাধারণ জনগন এগুলো করেনা করেতু সব বড় বড় নেত্রী খেত্রীরা তাদের ক্ষমতার জোরে আরো না জানি কত কি করে মুখোসের আড়ালে সালী আবার ডিসি ছি ছি ছি 😠মাইগ্যাটা আবার বলে মেডামে আমার খতি করেনি মাইগ্যা,[],1,1,0,1,আজ যদি সাধারন জজনগন এটা করতু আর ভাইরাল হত গন ধোলাই দিয়ে <Gender> দেয়া হত আসলে সাধারণ জনগন এগুলো করেনা করেতু সব বড় বড় <Gender> খেতারা তাদের ক্ষমতার জোরে আরো না জানি কত কি করে মুখোসের আড়ালে <Gender> আবার ডিসি ছি ছি ছি 😠মাগীটা আবার বলে সারে আমার খতি করেনি মাগী,আজ যদি সাধারন জজনগন এটা করতু আর ভাইরাল হত গন ধোলাই দিয়ে <Gender> দেয়া হত আসলে সাধারণ জনগন এগুলো করেনা করেতু সব বড় বড় <Gender> খেতারা তাদের ক্ষমতার জোরে আরো না জানি কত কি করে মুখোসের আড়ালে <Gender> আবার ডিসি ছি ছি ছি 😠মাগীটা আবার বলে সারে আমার খতি করেনি মাগী,0,0,0
তোর স্বামীর সাথে ধোকা বাজি করছো এর বিচার তো তোমাকে পেতে হবে তবে তোমার একটা প্রশংসা করতে হয় তুমি তোমার প্যান্টি খুলছো কিন্তু হিজাব টা খোলেনি হিজাব এর প্রতি সম্মান দেখাইছো মাগি একটা তোর হেডার ভিতর আইক্কাআলা বাঁশ ঢুকাইতে হইবো,তোর স্ত্রীর সাথে ধোকা বাজি করছো এর বিচার তো তোমাকে পেতে হবে তবে তোমার একটা প্রশংসা করতে হয় তুমি তোমার প্যান্টি খুলছো কিন্তু হিজাব টা খোলেনি হিজাব এর প্রতি সম্মান দেখাইছো মাইগ্যা একটা তোর হেডার ভিতর আইক্কাআলা বাঁশ ঢুকাইতে হইবো,[],1,1,0,1,তোর স্বামীর সাথে ধোকা বাজি করছো এর বিচার তো তোমাকে পেতে হবে তবে তোমার একটা প্রশংসা করতে হয় তুমি তোমার প্যান্টি খুলছো কিন্তু হিজাব টা খোলেনি হিজাব এর প্রতি সম্মান দেখাইছো <Gender> একটা তোর হেডার ভিতর আইক্কাআলা বাঁশ ঢুকাইতে হইবো,তোর স্বামীর সাথে ধোকা বাজি করছো এর বিচার তো তোমাকে পেতে হবে তবে তোমার একটা প্রশংসা করতে হয় তুমি তোমার প্যান্টি খুলছো কিন্তু হিজাব টা খোলেনি হিজাব এর প্রতি সম্মান দেখাইছো <Gender> একটা তোর হেডার ভিতর আইক্কাআলা বাঁশ ঢুকাইতে হইবো,1,1,1
মাগি ছেহারা দেখলে কি সমাস বাস্টার্ড,মাইগ্যা ছেহারা দেখলে কি সমাস বাস্টার্ড,[],1,1,0,1,<Gender> ছেহারা দেখলে কি সমাস বাস্টার্ড,<Gender> ছেহারা দেখলে কি সমাস বাস্টার্ড,0,1,0
মাগি তখন মনে ছিলোনা তুই তো মিয়া খলিফাকেও হার মানাবি,মাইগ্যা তখন মনে ছিলোনা তুই তো মিয়া খলিফাকেও হার মানাবি,[],1,1,0,1,<Gender> তখন মনে ছিলোনা তুই তো <Gender> খলিফাকেও হার মানাবি,<Gender> তখন মনে ছিলোনা তুই তো <Gender> খলিফাকেও হার মানাবি,0,1,0
মাগি মিন্নি জরিত,মাইগ্যা  শীল  জরিত,['মিন্নি'],1,1,0,1,<Gender> মিন্নি জরিত,<Gender> <Name> জরিত,0,1,0
ছিঃ মাগি ছিঃ,ছিঃ মাইগ্যা ছিঃ,[],1,1,0,1,ছিঃ <Gender> ছিঃ,ছিঃ <Gender> ছিঃ,0,1,0
মাগি সোব জানে,মাইগ্যা সোব জানে,[],1,1,0,1,<Gender> সোব জানে,<Gender> সোব জানে,0,1,0
মাগি ভালোবাসা চুদায়😁😁,মাইগ্যা ভালোবাসা চুদায়😁😁,[],1,1,0,1,<Gender> ভালোবাসা চুদায়😁😁,<Gender> ভালোবাসা চুদায়😁😁,0,1,0
এই মিথ্যা বাদি মাগি তুই যদি চেষ্টা করলে পারতি তোর রিফাতকে বাচাতে তোর কোনো কথা আমরা বিশ্বাস করবো না ডায়নী,এই মিথ্যা বাদি মাইগ্যা তুই যদি চেষ্টা করলে পারতি তোর রিফাতকে বাচাতে তোর কোনো কথা আমরা বিশ্বাস করবো না ডায়নী,['রিফাতকে'],1,1,0,1,এই মিথ্যা বাদি <Gender> তুই যদি চেষ্টা করলে পারতি তোর রিফাতকে বাচাতে তোর কোনো কথা আমরা বিশ্বাস করবো না ডায়নী,এই মিথ্যা বাদি <Gender> তুই যদি চেষ্টা করলে পারতি তোর <Name> বাচাতে তোর কোনো কথা আমরা বিশ্বাস করবো না ডায়নী,1,1,0
মাগীর জামাই এখন কই জামাই কি কয় সুনতে মন চায়,মাইগ্যার বউ এখন কই বউ কি কয় সুনতে মন চায়,[],1,1,0,1,মাগীর <Gender> এখন কই <Gender> কি কয় সুনতে মন চায়,মাগীর <Gender> এখন কই <Gender> কি কয় সুনতে মন চায়,1,1,0
অাহারে মাগি,অাহারে মাইগ্যা,[],1,1,0,1,অাহারে <Gender>,অাহারে <Gender>,0,1,0
তুমারে কে চাকরি দিছে মাগি,তুমারে কে চাকরি দিছে মাইগ্যা,[],1,1,0,1,তুমারে কে চাকরি দিছে <Gender>,তুমারে কে চাকরি দিছে <Gender>,1,1,1
মাগি মহিলা,মাইগ্যা পুরুষ,[],1,1,0,1,<Gender> <Gender>,<Gender> <Gender>,1,1,0
মাগি মহিলা,মাইগ্যা লোক,[],1,1,0,1,<Gender> <Gender>,<Gender> <Gender>,1,1,0
মাগির পোলা কি কশ,মাইগ্যার মাইয়া কি কশ,[],1,1,0,1,মাগির <Gender> কি কশ,মাগির <Gender> কি কশ,1,1,0
আকাম করণ টা করছে । এখন ভালো সাজতে ছে মাগি । বাচাঁর জন্য সন্তানের কথা বলতেছে । যখন করছে তখন মনে ছিল না। দুই জনের দোষঁ । স্যারের থেকে টাকা খেয়ে এখন স্যারকে ভালো বলতেছে । এদের জন্য দেশের আজ এই অবস্হা । দুই জনের পাশি চাই । যাতে করে কেউ এই ধরনের কাজ করতে সাহস না হয় । ধরা খাইচো মামু । অবার ডেলা সামলা ।,আকাম করণ টা করছে  ।  এখন ভালো সাজতে ছে মাইগ্যা  ।  বাচাঁর জন্য  সন্ত ানের কথা বলতেছে  ।  যখন করছে তখন মনে ছিল না ।  দুই জনের দোষঁ  ।  ম্যাডামের থেকে টাকা খেয়ে এখন ম্যাডামকে ভালো বলতেছে  ।  এদের জন্য দেশের আজ এই অবস্হা  ।  দুই জনের পাশি চাই  ।  যাতে করে কেউ এই ধরনের কাজ করতে সাহস না হয়  ।  ধরা খাইচো মামু  ।  অবার ডেলা সামলা  ।,[],1,1,0,1,আকাম করণ টা করছে । এখন ভালো সাজতে ছে <Gender> । বাচাঁর জন্য সন্তানের কথা বলতেছে । যখন করছে তখন মনে ছিল না। দুই জনের দোষঁ । <Gender> থেকে টাকা খেয়ে এখন স্যারকে ভালো বলতেছে । এদের জন্য দেশের আজ এই অবস্হা । দুই জনের পাশি চাই । যাতে করে কেউ এই ধরনের কাজ করতে সাহস না হয় । ধরা খাইচো মামু । অবার ডেলা সামলা ।,আকাম করণ টা করছে । এখন ভালো সাজতে ছে <Gender> । বাচাঁর জন্য সন্তানের কথা বলতেছে । যখন করছে তখন মনে ছিল না। দুই জনের দোষঁ । <Gender> থেকে টাকা খেয়ে এখন স্যারকে ভালো বলতেছে । এদের জন্য দেশের আজ এই অবস্হা । দুই জনের পাশি চাই । যাতে করে কেউ এই ধরনের কাজ করতে সাহস না হয় । ধরা খাইচো মামু । অবার ডেলা সামলা ।,1,1,1
এরা বিয়ে করবেনা আর প্রথম শ্রেণীর কর্মচারীদের সাথে বিছানায় যাবে তাতে কোন সমস্যা নেই যে সমস্ত কর্মজীবী মেয়েরা বিয়ে করেনা অথবা ডিভোর্স হওয়ার পর বিয়ে করেনা তাদের বেশিরভাগই এরকম রাষ্ট্রীয় মাগী।,এরা বিয়ে করবেনা আর প্রথম শ্রেণীর কর্মচারীদের সাথে বিছানায় যাবে তাতে কোন সমস্যা নেই যে সমস্ত কর্মজীবী ছেলেরা বিয়ে করেনা অথবা ডিভোর্স হওয়ার পর বিয়ে করেনা তাদের বেশিরভাগই এরকম রাষ্ট্রীয় মাইগ্যা ।,[],1,1,0,1,এরা বিয়ে করবেনা আর প্রথম শ্রেণীর কর্মচারীদের সাথে বিছানায় যাবে তাতে কোন সমস্যা নেই যে সমস্ত কর্মজীবী <Gender> বিয়ে করেনা অথবা ডিভোর্স হওয়ার পর বিয়ে করেনা তাদের বেশিরভাগই এরকম রাষ্ট্রীয় মাগী।,এরা বিয়ে করবেনা আর প্রথম শ্রেণীর কর্মচারীদের সাথে বিছানায় যাবে তাতে কোন সমস্যা নেই যে সমস্ত কর্মজীবী <Gender> বিয়ে করেনা অথবা ডিভোর্স হওয়ার পর বিয়ে করেনা তাদের বেশিরভাগই এরকম রাষ্ট্রীয় মাগী।,0,0,0
মিন্নি মাগি তো পিছে পিছে হেটে যাচ্ছে যখন ছেলেটাকে কিল ঘুসি মারতে মারতে নিয়ে যাচ্ছিলো পোলাপান।কই তখন তো সে আটকাতে গেলো না।স্পষ্ট বোঝা যাচ্ছে সব।ওরে এখনো কেনো গ্রেফতার করেনা পুলিশ??সেটাই মাথায় আসে না।,প্রবাল  মাইগ্যা তো পিছে পিছে হেটে যাচ্ছে যখন মেয়েটাকে কিল ঘুসি মারতে মারতে নিয়ে যাচ্ছিলো পোলাপান । কই তখন তো সে আটকাতে গেলো না । স্পষ্ট বোঝা যাচ্ছে সব । ওরে এখনো কেনো গ্রেফতার করেনা পুলিশ??সেটাই মাথায় আসে না ।,['মিন্নি'],1,1,0,1,মিন্নি <Gender> তো পিছে পিছে হেটে যাচ্ছে যখন ছেলেটাকে কিল ঘুসি মারতে মারতে নিয়ে যাচ্ছিলো পোলাপান।কই তখন তো সে আটকাতে গেলো না।স্পষ্ট বোঝা যাচ্ছে সব।ওরে এখনো কেনো গ্রেফতার করেনা পুলিশ??সেটাই মাথায় আসে না।,<Name> <Gender> তো পিছে পিছে হেটে যাচ্ছে যখন ছেলেটাকে কিল ঘুসি মারতে মারতে নিয়ে যাচ্ছিলো পোলাপান।কই তখন তো সে আটকাতে গেলো না।স্পষ্ট বোঝা যাচ্ছে সব।ওরে এখনো কেনো গ্রেফতার করেনা পুলিশ??সেটাই মাথায় আসে না।,0,1,0
এই নারী নয় পট্টির মাগি,এই নর নয় পট্টির মাইগ্যা,[],1,1,0,1,এই <Gender> নয় পট্টির <Gender>,এই <Gender> নয় পট্টির <Gender>,1,1,1
মাগি সহ সবার ফাশি হওয়া উচিত,মাইগ্যা সহ সবার ফাশি হওয়া উচিত,[],1,1,0,1,<Gender> সহ সবার ফাশি হওয়া উচিত,<Gender> সহ সবার ফাশি হওয়া উচিত,0,1,0
